account_id,customer_id,account_type,branch_id,open_date,current_balance_pkr,status
A510418,C106672,Savings,BR1029,2024-08-06,63362.8,CLOSED
A510419,C106673,Current,BR1032,2025-06-10,700322.71,ACTIVE
A510420,C106674,Savings,BR1020,2025-11-07,448882.13,DORMANT
A510421,C106674,Savings,BR1019,2026-02-17,24941.4,ACTIVE
A510422,C106675,Current,BR1010,2025-03-23,1628912.16,ACTIVE
A510423,C106675,Current,BR1004,2024-07-01,463074.69,ACTIVE
A510424,C106676,Savings,BR1010,2023-05-23,55200.57,CLOSED
A510425,C106677,Savings,BR1035,2025-11-02,252553.84,ACTIVE
A510426,C106677,Savings,BR1008,2025-12-27,70709.97,ACTIVE
A510427,C106677,Term Deposit,BR1029,2025-07-24,778370.8,CLOSED
A510428,C106678,Savings,BR1013,2022-03-25,466115.68,ACTIVE
A510429,C106679,Savings,BR1030,2024-10-13,135416.85,ACTIVE
A510430,C106680,Savings,BR1024,2023-05-23,67860.87,ACTIVE
A510431,C106680,Savings,BR1021,2023-03-14,614834.5,ACTIVE
A510432,C106681,Savings,BR1005,2022-07-15,16976.68,Active
A510433,C106682,Savings,BR1033,2025-05-07,91756.92,CLOSED
A510434,C106683,Current,BR1026,2025-10-21,318771.3,ACTIVE
A510435,C106683,Current,BR1007,2026-03-18,455982.31,ACTIVE
A510436,C106684,Savings,BR1035,2024-06-18,70231.76,ACTIVE
A510437,C106685,Savings,BR1015,2023-02-23,131804.27,Active
A510438,C106686,Current,BR1024,2024-01-13,180146.39,ACTIVE
A510439,C106686,Current,BR1013,2024-03-25,89785.15,ACTIVE
A510440,C106687,Current,BR1012,2024-09-24,696623.15,ACTIVE
A510441,C106688,Current,BR1003,2025-11-16,984004.54,ACTIVE
A510442,C106688,Savings,BR1022,2025-11-05,1353181.26,ACTIVE
A510443,C106689,Savings,BR1027,2025-09-29,163197.24,ACTIVE
A510444,C106690,Savings,BR1034,2023-12-23,87501.79,ACTIVE
A510445,C106691,Term Deposit,BR1035,2025-02-01,860170.94,DORMANT
A510446,C106691,Savings,BR1012,2025-02-27,63701.45,ACTIVE
A510447,C106692,Savings,BR1016,2024-10-14,407385.2,ACTIVE
A510448,C106693,Savings,BR1035,2026-02-24,134508.13,Closed
A510449,C106693,Current,BR1013,2026-05-25,318491.9,Active
A510450,C106694,Savings,BR1027,2025-08-03,497518.83,Dormant
A510451,C106695,Savings,BR1024,2025-09-12,954680.48,ACTIVE
A510452,C106696,Savings,BR1036,2024-10-22,1302357.5,Active
A510453,C106696,Savings,BR1017,2024-11-03,223403.01,ACTIVE
A510454,C106697,Savings,BR1032,2024-07-10,161629.35,ACTIVE
A510455,C106698,Savings,BR1021,2025-08-01,478054.53,ACTIVE
A510456,C106699,Savings,BR1011,2024-06-23,416567.98,Active
A510457,C106700,Savings,BR1016,2025-07-13,277572.7,ACTIVE
A510458,C106701,Savings,BR1021,2022-04-23,534743.3,ACTIVE
A510459,C106701,Savings,BR1015,2022-08-12,56749.84,ACTIVE
A510460,C106702,Savings,BR1033,2023-11-14,128057.93,Active
A510461,C106703,Savings,BR1027,2025-04-15,703640.09,CLOSED
A510462,C106703,Current,BR1025,2025-10-26,110454.75,DORMANT
A510463,C106704,Savings,BR1010,2026-08-25,783968.54,Active
A510464,C106705,Current,BR1024,2023-08-13,154291.72,ACTIVE
A510465,C106706,Current,BR1011,2022-11-20,115068.51,Active
A510466,C106706,Savings,BR1032,2022-10-07,213890.66,ACTIVE
A510467,C106706,Savings,BR1009,2023-01-08,1066982.82,DORMANT
A510468,C106707,Savings,BR1024,2024-06-04,101399.33,Active
A510469,C106708,Savings,BR1033,2023-10-01,75896.02,Closed
A510470,C106708,Savings,BR1020,2023-12-01,94422.74,ACTIVE
A510471,C106708,Savings,BR1016,2023-11-18,1759590.08,ACTIVE
A510472,C106709,Term Deposit,BR1027,2025-12-24,321469.03,ACTIVE
A510473,C106710,Savings,BR1035,2023-08-09,240321.6,ACTIVE
A510474,C106711,Savings,BR1032,2026-04-29,293359.6,ACTIVE
A510475,C106711,Current,BR1005,2025-09-10,228667.93,ACTIVE
A510476,C106712,Savings,BR1033,2026-09-29,245330.19,ACTIVE
A510477,C106713,Savings,BR1005,2022-10-13,168158.35,ACTIVE
A510478,C106714,Savings,BR1033,2024-05-20,200599.46,Active
A510479,C106715,Current,BR1001,2023-12-06,780994.54,ACTIVE
A510480,C106716,Savings,BR1008,2024-02-21,115072.47,ACTIVE
A510481,C106716,Savings,BR1008,2024-03-28,160201.34,ACTIVE
A510482,C106716,Current,BR1021,2024-03-06,1081662.27,ACTIVE
A510483,C106717,Term Deposit,BR1009,2023-12-10,1681390.14,ACTIVE
A510484,C106717,Savings,BR1024,2024-05-13,652268.42,ACTIVE
A510485,C106718,Current,BR1015,2023-08-07,124891.65,Active
A510486,C106718,Current,BR1020,2023-08-04,-162870.23,ACTIVE
A510487,C106719,Current,BR1011,2023-05-27,1243069.31,ACTIVE
A510488,C106720,Savings,BR1025,2022-05-25,334342.3,ACTIVE
A510489,C106720,Savings,BR1019,2022-09-09,199386.04,ACTIVE
A510490,C106720,Savings,BR1019,2022-10-16,387100.0,ACTIVE
A510491,C106721,Savings,BR1019,2023-04-13,267845.91,ACTIVE
A510492,C106721,Current,BR1036,2022-12-22,761060.79,ACTIVE
A510493,C106722,Current,BR1007,2022-10-09,316530.4,Active
A510494,C106723,Savings,BR1031,2024-02-17,60464.07,ACTIVE
A510495,C106724,Current,BR1030,2022-10-04,933322.67,ACTIVE
A510496,C106725,Savings,BR1007,2023-09-28,190921.82,ACTIVE
A510497,C106726,Savings,BR1021,2024-05-20,106908.73,ACTIVE
A510498,C106727,Savings,BR1029,2024-07-20,257663.52,ACTIVE
A510499,C106728,Savings,BR1012,2023-02-27,136358.42,Active
A510500,C106729,Current,BR1001,2024-02-19,227673.27,DORMANT
A510501,C106730,Savings,BR1027,2026-07-14,208858.96,Closed
A510502,C106731,Savings,BR1021,2026-02-04,490272.53,CLOSED
A510503,C106732,Savings,BR1006,2023-11-30,282557.43,ACTIVE
A510504,C106732,Savings,BR1035,2023-12-13,66344.65,ACTIVE
A510505,C106733,Current,BR1017,2025-07-18,910614.13,ACTIVE
A510506,C106733,Savings,BR1023,2025-07-14,131529.38,DORMANT
A510507,C106734,Term Deposit,BR1017,2026-03-03,374158.13,DORMANT
A510508,C106735,Savings,BR1002,2024-08-20,132916.59,ACTIVE
A510509,C106736,Savings,BR1009,2025-12-05,517946.37,Active
A510510,C106737,Savings,BR1029,2023-10-07,33465.67,ACTIVE
A510511,C106738,Current,BR1025,2023-01-25,182449.64,ACTIVE
A510512,C106738,Savings,BR1016,2023-10-05,48108.44,Active
A510513,C106739,Current,BR1002,2024-04-07,341400.12,Closed
A510514,C106740,Savings,BR1020,2023-01-17,76324.19,Active
A510515,C106741,Term Deposit,BR1009,2024-05-13,770710.35,ACTIVE
A510516,C106742,Savings,BR1009,2025-09-26,497435.74,Active
A510517,C106742,Savings,BR1030,2025-03-27,52187.23,ACTIVE
A510518,C106742,Term Deposit,BR1020,2025-05-23,219969.5,ACTIVE
A510519,C106743,Savings,BR1014,2025-11-22,175638.08,Active
A510520,C106744,Current,BR1019,2025-10-13,1222448.01,ACTIVE
A510521,C106745,Savings,BR1021,2024-02-24,642316.68,ACTIVE
A510522,C106746,Term Deposit,BR1033,2024-06-21,1518440.02,DORMANT
A510523,C106747,Savings,BR1033,2022-09-26,156009.48,ACTIVE
A510524,C106747,Current,BR1031,2022-05-19,897487.04,Active
A510525,C106748,Savings,BR1013,2024-03-06,217561.04,DORMANT
A510526,C106749,Savings,BR1011,2024-01-11,504610.8,ACTIVE
A510527,C106749,Savings,BR1016,2023-12-18,145894.59,ACTIVE
A510528,C106750,Savings,BR1003,2022-08-06,80256.12,ACTIVE
A510529,C106750,Savings,BR1009,2022-09-16,20685.48,ACTIVE
A510530,C106751,Savings,BR1021,2022-04-13,47694.78,ACTIVE
A510531,C106751,Savings,BR1021,2022-12-25,41504.4,ACTIVE
A510532,C106752,Savings,BR1033,2026-02-15,145018.59,ACTIVE
A510533,C106752,Savings,BR1018,2026-01-21,99850.36,ACTIVE
A510534,C106752,Current,BR1030,2025-09-30,734945.44,ACTIVE
A510535,C106753,Savings,BR1035,2023-02-17,190126.13,ACTIVE
A510536,C106754,Savings,BR1009,2023-10-20,887468.06,ACTIVE
A510537,C106755,Current,BR1004,2024-11-04,537415.98,ACTIVE
A510538,C106755,Current,BR1022,2025-06-07,470729.96,ACTIVE
A510539,C106756,Term Deposit,BR1017,2022-10-24,874442.66,ACTIVE
A510540,C106756,Current,BR1027,2023-03-25,573869.67,CLOSED
A510541,C106757,Savings,BR1036,2024-09-20,356044.14,ACTIVE
A510542,C106758,Current,BR1006,2022-11-28,215339.17,ACTIVE
A510543,C106759,Current,BR1024,2023-06-11,144602.91,ACTIVE
A510544,C106759,Savings,BR1002,2023-11-04,45806.68,ACTIVE
A510545,C106760,Savings,BR1001,2025-06-18,64294.68,ACTIVE
A510546,C106761,Savings,BR1026,2025-10-23,81297.54,ACTIVE
A510547,C106761,Savings,BR1001,2025-08-23,222945.1,Active
A510548,C106761,Current,BR1026,2026-02-10,195972.05,ACTIVE
A510549,C106762,Savings,BR1017,2024-05-01,41694.51,ACTIVE
A510550,C106763,Savings,BR1005,2025-02-22,184428.14,ACTIVE
A510551,C106764,Term Deposit,BR1010,2026-02-11,1949035.65,Active
A510552,C106765,Current,BR1001,2025-12-06,852611.92,ACTIVE
A510553,C106766,Savings,BR1004,2023-02-15,165924.54,ACTIVE
A510554,C106767,Savings,BR1023,2023-02-01,275102.61,ACTIVE
A510555,C106767,Savings,BR1012,2022-08-07,271661.9,ACTIVE
A510556,C106768,Savings,BR1035,2025-07-16,88840.75,ACTIVE
A510557,C106769,Savings,BR1009,2024-05-23,160759.25,ACTIVE
A510558,C106770,Savings,BR1005,2025-08-27,86387.34,DORMANT
A510559,C106770,Current,BR1010,2025-08-26,406438.03,Active
A510560,C106771,Term Deposit,BR1030,2024-10-18,4014278.78,ACTIVE
A510561,C106772,Current,BR1032,2025-11-30,401992.04,ACTIVE
A510562,C106773,Savings,BR1026,2025-05-31,783361.8,ACTIVE
A510563,C106773,Savings,BR1015,2025-07-27,198685.96,ACTIVE
A510564,C106774,Savings,BR1011,2022-11-12,145277.11,ACTIVE
A510565,C106775,Current,BR1035,2026-01-28,787921.7,ACTIVE
A510566,C106775,Savings,BR1023,2025-10-01,186106.86,Dormant
A510567,C106776,Current,BR1025,2024-06-30,548025.67,ACTIVE
A510568,C106776,Current,BR1007,2024-06-09,324242.19,ACTIVE
A510569,C106777,Savings,BR1016,2022-06-06,59357.98,ACTIVE
A510570,C106777,Savings,BR1016,2023-02-22,95993.83,CLOSED
A510571,C106778,Savings,BR1014,2026-01-11,163287.42,ACTIVE
A510572,C106779,Savings,BR1008,2023-08-06,676857.36,ACTIVE
A510573,C106780,Term Deposit,BR1008,2025-07-13,174130.99,ACTIVE
A510574,C106781,Savings,BR1019,2023-07-08,427732.42,ACTIVE
A510575,C106781,Savings,BR1028,2024-01-02,165131.96,ACTIVE
A510576,C106782,Current,BR1005,2026-02-22,74832.95,Active
A510577,C106783,Current,BR1025,2023-03-20,1062163.17,Active
A510578,C106784,Savings,BR1034,2025-12-31,27777.81,DORMANT
A510579,C106785,Current,BR1025,2024-06-15,176465.23,ACTIVE
A510580,C106785,Current,BR1019,2025-01-10,211901.04,Active
A510581,C106785,Savings,BR1032,2024-05-21,138183.33,ACTIVE
A510582,C106786,Savings,BR1020,2022-12-05,36964.84,ACTIVE
A510583,C106786,Savings,BR1021,2023-02-22,65631.76,Dormant
A510584,C106787,Savings,BR1028,2024-04-15,59310.44,ACTIVE
A510585,C106787,Savings,BR1002,2024-08-05,96185.72,DORMANT
A510586,C106788,Savings,BR1027,2023-05-18,346701.0,ACTIVE
A510587,C106789,Savings,BR1017,2024-06-15,531263.27,Active
A510588,C106790,Term Deposit,BR1005,2025-06-14,913309.77,ACTIVE
A510589,C106791,Current,BR1029,2022-07-10,-167322.01,ACTIVE
A510590,C106792,Current,BR1001,2025-08-01,431920.48,Active
A510591,C106793,Current,BR1002,2026-03-26,168481.48,Closed
A510592,C106794,Savings,BR1021,2022-11-24,243279.49,ACTIVE
A510593,C106794,Savings,BR1032,2022-10-23,597284.72,ACTIVE
A510594,C106795,Current,BR1016,2025-11-14,589413.68,DORMANT
A510595,C106796,Savings,BR1013,2025-11-11,188324.7,ACTIVE
A510596,C106796,Current,BR1004,2025-12-10,558334.2,Dormant
A510597,C106797,Current,BR1017,2025-04-15,419925.56,ACTIVE
A510598,C106798,Savings,BR1034,2023-12-18,837997.05,ACTIVE
A510599,C106798,Term Deposit,BR1016,2023-10-19,2096495.57,ACTIVE
A510600,C106799,Current,BR1002,2022-11-18,102724.65,ACTIVE
A510601,C106800,Savings,BR1022,2026-04-14,241370.31,ACTIVE
A510602,C106800,Current,BR1021,2025-12-26,164690.38,ACTIVE
A510603,C106801,Savings,BR1032,2025-11-14,113924.47,ACTIVE
A510604,C106802,Savings,BR1022,2022-12-09,409913.13,ACTIVE
A510605,C106803,Savings,BR1017,2023-08-21,400101.85,ACTIVE
A510606,C106804,Savings,BR1033,2025-06-16,1298707.75,ACTIVE
A510607,C106804,Savings,BR1027,2024-12-31,36942.24,ACTIVE
A510608,C106805,Current,BR1014,2024-10-08,127749.85,ACTIVE
A510609,C106806,Savings,BR1009,2026-10-30,448956.99,CLOSED
A510610,C106807,Savings,BR1025,2025-04-27,566636.54,Active
A510611,C106807,Savings,BR1036,2025-03-09,36853.97,ACTIVE
A510612,C106807,Savings,BR1028,2025-04-03,370788.52,ACTIVE
A510613,C106808,Current,BR1024,2024-07-22,700850.64,ACTIVE
A510614,C106809,Current,BR1028,2024-04-25,1130457.41,Active
A510615,C106810,Term Deposit,BR1031,2022-09-01,1356284.75,ACTIVE
A510616,C106811,Savings,BR1021,2023-06-11,210888.7,ACTIVE
A510617,C106811,Savings,BR1020,2023-12-14,131619.62,ACTIVE
A510618,C106812,Savings,BR1033,2022-06-11,223649.68,Closed
A510619,C106813,Term Deposit,BR1008,2026-06-30,375271.71,ACTIVE
A510620,C106814,Savings,BR1031,2025-03-07,189839.28,CLOSED
A510621,C106815,Savings,BR1008,2024-06-06,460998.88,DORMANT
A510622,C106816,Savings,BR1010,2025-06-05,76480.17,ACTIVE
A510623,C106817,Savings,BR1008,2025-02-21,66872.58,ACTIVE
A510624,C106818,Savings,BR1003,2025-07-03,51059.5,ACTIVE
A510625,C106819,Current,BR1027,2022-09-28,1104287.21,ACTIVE
A510626,C106819,Savings,BR1002,2022-12-20,48425.35,ACTIVE
A510627,C106820,Term Deposit,BR1031,2024-12-26,320798.36,DORMANT
A510628,C106820,Savings,BR1003,2024-09-10,154503.99,ACTIVE
A510629,C106821,Term Deposit,BR1034,2022-07-27,5109657.71,Active
A510630,C106822,Savings,BR1026,2024-03-18,184159.0,Dormant
A510631,C106822,Savings,BR1014,2023-03-19,364566.52,ACTIVE
A510632,C106823,Savings,BR1034,2023-12-21,72700.69,ACTIVE
A510633,C106824,Savings,BR1029,2022-06-18,162313.47,Active
A510634,C106825,Savings,BR1034,2026-06-27,171736.86,Active
A510635,C106825,Savings,BR1001,2026-01-12,230959.84,ACTIVE
A510636,C106826,Current,BR1006,2025-06-07,666382.77,ACTIVE
A510637,C106827,Savings,BR1020,2025-11-05,568956.42,Active
A510638,C106827,Savings,BR1033,2025-03-16,152272.01,ACTIVE
A510639,C106828,Savings,BR1024,2024-03-09,82780.78,DORMANT
A510640,C106828,Savings,BR1036,2025-04-05,293623.17,Active
A510641,C106829,Savings,BR1010,2023-12-09,101895.51,Active
A510642,C106830,Savings,BR1031,2023-10-28,220262.28,ACTIVE
A510643,C106830,Current,BR1033,2023-05-15,251281.06,CLOSED
A510644,C106831,Savings,BR1021,2023-01-25,26338.65,ACTIVE
A510645,C106831,Savings,BR1003,2023-11-13,168583.15,ACTIVE
A510646,C106831,Savings,BR1030,2023-02-17,43790.48,ACTIVE
A510647,C106832,Current,BR1007,2026-05-11,610217.46,DORMANT
A510648,C106833,Savings,BR1022,2025-11-13,652843.67,Dormant
A510649,C106834,Term Deposit,BR1015,2025-03-20,1183956.09,ACTIVE
A510650,C106835,Current,BR1019,2026-03-11,683412.45,Dormant
A510651,C106836,Current,BR1003,2025-10-24,388126.63,ACTIVE
A510652,C106836,Savings,BR1012,2025-09-02,335515.79,Active
A510653,C106836,Savings,BR1001,2025-08-29,132962.21,Closed
A510654,C106837,Savings,BR1027,2025-12-11,118211.26,ACTIVE
A510655,C106838,Savings,BR1006,2024-08-08,159113.9,ACTIVE
A510656,C106838,Savings,BR1027,2025-03-15,11321.86,ACTIVE
A510657,C106839,Savings,BR1034,2023-10-06,106094.67,CLOSED
A510658,C106840,Savings,BR1020,2023-04-08,292473.81,ACTIVE
A510659,C106840,Savings,BR1029,2022-09-15,154251.88,ACTIVE
A510660,C106841,Savings,BR1003,2024-10-29,70694.04,Active
A510661,C106841,Current,BR1032,2024-07-13,442846.01,ACTIVE
A510662,C106841,Savings,BR1027,2024-08-25,115336.27,ACTIVE
A510663,C106842,Savings,BR1021,2026-04-13,70424.22,Active
A510664,C106842,Savings,BR1014,2025-12-28,225970.31,Dormant
A510665,C106843,Savings,BR1009,2022-09-27,107830.0,ACTIVE
A510666,C106843,Savings,BR1028,2023-02-05,141561.55,DORMANT
A510667,C106844,Current,BR1029,2025-01-23,1067546.14,Active
A510668,C106844,Savings,BR1035,2024-10-31,373204.27,Active
A510669,C106845,Term Deposit,BR1029,2024-02-22,2172529.97,ACTIVE
A510670,C106845,Current,BR1011,2024-10-15,463179.88,DORMANT
A510671,C106846,Term Deposit,BR1020,2025-03-28,4314750.99,ACTIVE
A510672,C106847,Term Deposit,BR1023,2025-02-26,740556.64,Active
A510673,C106848,Savings,BR1035,2024-04-29,39429.02,Active
A510674,C106848,Savings,BR1035,2024-12-02,211691.05,ACTIVE
A510675,C106849,Current,BR1034,2024-06-13,657462.99,DORMANT
A510676,C106849,Savings,BR1023,2024-08-28,537783.22,CLOSED
A510677,C106850,Savings,BR1033,2025-02-25,785954.84,Active
A510678,C106850,Current,BR1035,2025-08-30,561431.77,ACTIVE
A510679,C106850,Current,BR1027,2025-03-19,178489.41,CLOSED
A510680,C106851,Savings,BR1004,2022-12-25,163160.78,Active
A510681,C106851,Current,BR1030,2023-03-25,780892.67,ACTIVE
A510682,C106852,Savings,BR1004,2025-11-10,146308.68,Active
A510683,C106853,Savings,BR1007,2024-07-07,100186.34,ACTIVE
A510684,C106853,Savings,BR1005,2024-10-18,537059.76,ACTIVE
A510685,C106854,Current,BR1033,2024-02-13,224259.32,ACTIVE
A510686,C106855,Current,BR1024,2025-10-11,178794.33,Active
A510687,C106855,Savings,BR1014,2026-01-23,81570.06,ACTIVE
A510688,C106856,Current,BR1030,2025-12-17,150571.44,ACTIVE
A510689,C106856,Savings,BR1032,2025-07-26,368918.57,ACTIVE
A510690,C106857,Current,BR1019,2023-01-06,112434.76,DORMANT
A510691,C106857,Current,BR1013,2022-11-16,318722.51,ACTIVE
A510692,C106857,Savings,BR1025,2023-02-05,248116.96,Active
A510693,C106858,Term Deposit,BR1028,2023-03-09,421119.38,ACTIVE
A510694,C106859,Current,BR1032,2026-05-01,146592.05,DORMANT
A510695,C106860,Current,BR1010,2024-08-21,171914.78,Closed
A510696,C106860,Current,BR1007,2023-10-28,224232.34,ACTIVE
A510697,C106861,Savings,BR1034,2026-05-25,203240.15,ACTIVE
A510698,C106861,Current,BR1002,2025-11-23,78407.75,ACTIVE
A510699,C106862,Savings,BR1027,2025-08-11,206670.42,ACTIVE
A510700,C106863,Savings,BR1030,2023-04-16,35395.25,ACTIVE
A510701,C106863,Savings,BR1008,2022-09-05,1494594.18,ACTIVE
A510702,C106864,Savings,BR1024,2025-04-25,301902.9,DORMANT
A510703,C106864,Current,BR1024,2024-09-10,184229.74,Active
A510704,C106865,Savings,BR1005,2024-11-29,114751.49,ACTIVE
A510705,C106866,Current,BR1009,2022-06-28,243331.84,ACTIVE
A510706,C106866,Savings,BR1002,2023-01-25,108195.33,ACTIVE
A510707,C106867,Current,BR1013,2023-07-06,118171.32,ACTIVE
A510708,C106867,Current,BR1022,2024-04-23,150058.7,ACTIVE
A510709,C106867,Savings,BR1034,2023-11-14,190532.56,Active
A510710,C106868,Savings,BR1022,2024-01-16,134365.25,Dormant
A510711,C106869,Savings,BR1023,2025-04-27,382116.5,ACTIVE
A510712,C106869,Savings,BR1020,2025-02-23,13592.83,ACTIVE
A510713,C106870,Savings,BR1021,2025-02-11,173751.83,ACTIVE
A510714,C106870,Savings,BR1009,2024-12-10,100820.07,Active
A510715,C106870,Savings,BR1008,2025-11-24,352360.57,Active
A510716,C106871,Savings,BR1005,2022-12-04,594781.38,ACTIVE
A510717,C106872,Current,BR1018,2023-04-26,196507.07,ACTIVE
A510718,C106873,Savings,BR1019,2023-08-31,422123.9,ACTIVE
A510719,C106874,Current,BR1005,2023-01-25,892364.84,Active
A510720,C106875,Savings,BR1007,2026-04-12,192437.49,ACTIVE
A510721,C106875,Current,BR1021,2026-06-16,150433.32,ACTIVE
A510722,C106876,Term Deposit,BR1035,2025-06-04,1912172.99,ACTIVE
A510723,C106877,Savings,BR1035,2022-06-06,181572.25,CLOSED
A510724,C106878,Savings,BR1033,2023-01-04,105018.22,ACTIVE
A510725,C106878,Current,BR1025,2023-05-21,2303580.11,Dormant
A510726,C106879,Savings,BR1008,2023-02-25,285319.63,DORMANT
A510727,C106879,Savings,BR1032,2024-01-07,-332652.39,ACTIVE
A510728,C106880,Current,BR1017,2023-04-26,463934.46,DORMANT
A510729,C106881,Savings,BR1035,2023-05-21,171294.47,DORMANT
A510730,C106881,Savings,BR1014,2022-11-07,514161.49,ACTIVE
A510731,C106882,Savings,BR1024,2024-10-17,339239.13,ACTIVE
A510732,C106883,Savings,BR1015,2025-07-03,735268.83,ACTIVE
A510733,C106883,Savings,BR1028,2025-10-16,264415.87,ACTIVE
A510734,C106884,Current,BR1010,2024-10-31,506171.21,ACTIVE
A510735,C106884,Savings,BR1022,2024-09-22,358189.25,ACTIVE
A510736,C106885,Term Deposit,BR1030,2025-04-27,314633.81,ACTIVE
A510737,C106885,Savings,BR1028,2025-10-06,68652.95,ACTIVE
A510738,C106886,Savings,BR1027,2022-05-14,33421.31,ACTIVE
A510739,C106887,Savings,BR1029,2023-01-30,75135.97,ACTIVE
A510740,C106888,Current,BR1010,2024-08-04,131531.64,ACTIVE
A510741,C106888,Savings,BR1029,2024-07-19,1279092.08,ACTIVE
A510742,C106889,Savings,BR1035,2024-08-07,161633.6,ACTIVE
A510743,C106890,Current,BR1022,2022-11-11,497619.29,ACTIVE
A510744,C106891,Savings,BR1020,2025-09-01,128024.68,ACTIVE
A510745,C106891,Term Deposit,BR1020,2024-11-25,617157.92,ACTIVE
A510746,C106892,Term Deposit,BR1001,2025-10-10,1833180.24,ACTIVE
A510747,C106892,Savings,BR1017,2025-09-22,316486.48,ACTIVE
A510748,C106893,Term Deposit,BR1006,2025-08-16,905327.96,ACTIVE
A510749,C106894,Current,BR1015,2025-12-14,162270.53,ACTIVE
A510750,C106895,Savings,BR1005,2025-09-02,210105.39,ACTIVE
A510751,C106896,Savings,BR1016,2025-08-28,334267.72,ACTIVE
A510752,C106897,Savings,BR1012,2024-06-18,141810.25,Active
A510753,C106897,Current,BR1035,2024-08-18,113011.79,ACTIVE
A510754,C106898,Savings,BR1006,2025-07-01,290148.09,ACTIVE
A510755,C106898,Term Deposit,BR1011,2025-06-11,1322884.86,ACTIVE
A510756,C106899,Current,BR1011,2022-07-15,469854.07,ACTIVE
A510757,C106899,Savings,BR1014,2022-09-08,440514.94,ACTIVE
A510758,C106900,Term Deposit,BR1021,2023-05-08,679239.53,ACTIVE
A510759,C106900,Savings,BR1009,2023-03-04,327171.34,ACTIVE
A510760,C106901,Current,BR1015,2024-07-29,46538.33,DORMANT
A510761,C106902,Savings,BR1019,2022-08-09,39530.07,Dormant
A510762,C106902,Savings,BR1024,2022-11-25,86785.21,ACTIVE
A510763,C106903,Savings,BR1028,2024-06-20,948124.28,ACTIVE
A510764,C106904,Savings,BR1032,2024-08-15,456625.44,CLOSED
A510765,C106904,Term Deposit,BR1007,2024-09-04,182886.48,ACTIVE
A510766,C106905,Current,BR1006,2023-12-07,2225617.62,ACTIVE
A510767,C106906,Savings,BR1006,2025-03-08,131734.06,ACTIVE
A510768,C106906,Savings,BR1022,2024-12-07,328137.77,Active
A510769,C106907,Current,BR1011,2023-07-19,98039.55,Active
A510770,C106907,Savings,BR1021,2024-03-13,31601.74,ACTIVE
A510771,C106907,Current,BR1001,2023-12-05,1415906.29,CLOSED
A510772,C106908,Savings,BR1020,2026-01-07,300572.16,ACTIVE
A510773,C106908,Savings,BR1027,2026-03-03,206941.81,ACTIVE
A510774,C106909,Current,BR1025,2023-02-19,97434.19,ACTIVE
A510775,C106909,Term Deposit,BR1032,2022-12-31,137087.18,Closed
A510776,C106910,Savings,BR1012,2023-07-04,160595.72,ACTIVE
A510777,C106911,Savings,BR1016,2026-05-11,280305.05,ACTIVE
A510778,C106911,Savings,BR1009,2026-01-07,314617.5,ACTIVE
A510779,C106912,Savings,BR1012,2025-10-06,397777.37,ACTIVE
A510780,C106913,Current,BR1007,2026-04-04,429703.02,ACTIVE
A510781,C106914,Current,BR1010,2022-08-20,458483.17,ACTIVE
A510782,C106914,Term Deposit,BR1009,2022-06-28,1047005.74,Active
A510783,C106915,Current,BR1016,2024-07-02,385774.82,ACTIVE
A510784,C106916,Savings,BR1017,2023-10-01,229882.18,ACTIVE
A510785,C106917,Savings,BR1011,2022-10-01,304701.18,ACTIVE
A510786,C106917,Savings,BR1018,2022-07-09,658365.37,ACTIVE
A510787,C106918,Savings,BR1003,2024-05-20,261005.96,ACTIVE
A510788,C106918,Savings,BR1031,2024-03-24,166534.23,ACTIVE
A510789,C106919,Current,BR1032,2022-06-23,501481.43,DORMANT
A510790,C106919,Savings,BR1027,2023-02-23,115728.64,ACTIVE
A510791,C106920,Term Deposit,BR1023,2024-01-22,393218.8,ACTIVE
A510792,C106920,Term Deposit,BR1009,2023-11-17,2574391.67,ACTIVE
A510793,C106921,Savings,BR1004,2024-05-02,155280.13,ACTIVE
A510794,C106921,Current,BR1029,2025-01-24,1081382.43,ACTIVE
A510795,C106921,Savings,BR1009,2024-05-19,165120.46,ACTIVE
A510796,C106922,Savings,BR1019,2025-09-16,330153.28,ACTIVE
A510797,C106922,Savings,BR1022,2025-12-17,125793.25,ACTIVE
A510798,C106923,Savings,BR1010,2022-08-24,599199.71,ACTIVE
A510799,C106923,Savings,BR1025,2023-05-03,108840.36,ACTIVE
A510800,C106924,Current,BR1033,2024-09-23,1650938.15,ACTIVE
A510801,C106925,Savings,BR1018,2024-04-26,198690.12,ACTIVE
A510802,C106925,Current,BR1019,2024-03-14,1056876.78,ACTIVE
A510803,C106926,Current,BR1005,2025-04-07,1548020.49,ACTIVE
A510804,C106926,Savings,BR1033,2025-04-26,169302.31,ACTIVE
A510805,C106926,Savings,BR1007,2025-12-22,71312.54,CLOSED
A510806,C106927,Savings,BR1024,2023-08-09,320849.05,ACTIVE
A510807,C106928,Savings,BR1035,2026-01-28,1014210.0,ACTIVE
A510808,C106929,Savings,BR1016,2023-09-10,138396.23,DORMANT
A510809,C106930,Savings,BR1026,2024-04-01,837197.94,Active
A510810,C106931,Savings,BR1011,2026-04-11,14598.59,ACTIVE
A510811,C106931,Term Deposit,BR1026,2025-07-24,627683.22,ACTIVE
A510812,C106932,Term Deposit,BR1020,2024-08-01,2211788.45,Active
