loan_id,customer_id,product,principal_pkr,interest_rate_pct,tenor_months,monthly_installment_pkr,disbursement_date,credit_utilisation,prior_delinquencies,days_past_due,loan_status
L703129,C108021,Home Finance,2389600.0,,180,47353.39,2026-08-12,0.7921,1,7,CLOSED
L703130,C103374,Credit Card,20300.0,18.97,12,1871.29,2027-01-30,0.3291,0,7,ACTIVE
L703131,C108925,Personal Loan,958100.0,16.06,36,33712.89,2025-03-27,0.6004,0,15,ACTIVE
L703132,C105979,Personal Loan,557700.0,18.8,36,20386.99,2025-03-27,0.5951,0,0,ACTIVE
L703133,C109281,Credit Card,260200.0,17.92,12,23846.12,2023-05-11,0.2683,0,0,ACTIVE
L703134,C108269,Personal Loan,2089700.0,18.0,36,75547.15,2025-05-05,0.306,1,7,ACTIVE
L703135,C103031,Personal Loan,1749600.0,18.81,36,63964.48,2023-04-03,0.3863,1,15,ACTIVE
L703136,C110518,Personal Loan,670200.0,19.15,36,24616.41,2025-10-19,0.6232,2,96,DEFAULT
L703137,C105301,Credit Card,125000.0,19.79,12,11562.37,2024-03-10,0.7467,1,0,CLOSED
L703138,C103539,Personal Loan,246700.0,14.88,36,8538.56,2024-04-05,0.1477,0,0,CLOSED
L703139,C108629,Personal Loan,849100.0,21.08,36,32024.1,2022-07-20,0.3747,0,0,CLOSED
L703140,C105830,Credit Card,512100.0,20.56,12,47575.89,2025-11-17,0.7405,0,30,ACTIVE
L703141,C109129,Credit Card,464900.0,13.01,12,41525.48,2023-08-20,0.2164,1,45,ACTIVE
L703142,C103773,Personal Loan,244100.0,17.09,36,8715.52,2025-04-20,0.6465,0,0,ACTIVE
L703143,C108814,Personal Loan,665900.0,19.88,36,24706.27,2023-07-04,0.3449,0,45,ACTIVE
L703144,C100357,Credit Card,249300.0,11.53,12,22091.69,2022-10-04,0.2927,2,45,ACTIVE
L703145,C101699,Personal Loan,366700.0,,36,13500.36,2023-12-20,0.0382,1,30,CLOSED
L703146,C109949,Personal Loan,43300.0,24.58,36,1711.47,2023-07-03,0.6692,1,269,DEFAULT
L703147,C102668,Auto Finance,563000.0,19.73,60,14832.02,2024-06-04,0.4732,0,15,ACTIVE
L703148,C103242,Credit Card,292400.0,18.37,12,26859.26,2024-04-29,0.0872,2,0,CLOSED
L703149,C105330,Personal Loan,1081500.0,20.84,36,40656.84,2024-11-25,0.3144,1,0,ACTIVE
L703150,C104152,Home Finance,708600.0,22.07,180,13541.83,2022-07-26,0.4597,0,45,ACTIVE
L703151,C103966,Home Finance,450200.0,16.94,180,6909.45,2025-05-24,0.4784,0,45,ACTIVE
L703152,C101905,Personal Loan,1847900.0,16.66,36,65571.04,2024-03-13,0.6979,1,45,ACTIVE
L703153,C100747,Auto Finance,1055800.0,25.66,60,31398.7,2023-10-06,0.112,1,30,ACTIVE
L703154,C108904,Personal Loan,842800.0,25.14,36,33570.11,2023-11-07,0.1394,0,0,ACTIVE
L703155,C100073,Credit Card,80400.0,21.9,12,7522.37,2024-07-14,0.6046,0,45,ACTIVE
L703156,C111887,Home Finance,143200.0,21.58,180,2683.07,2027-02-10,0.5763,0,30,CLOSED
L703157,C108860,Auto Finance,320200.0,,60,9356.62,2025-05-08,0.0719,0,15,CLOSED
L703158,C108636,Personal Loan,488600.0,,36,17866.39,2024-03-01,0.676,0,0,CLOSED
L703159,C106384,Auto Finance,212200.0,20.73,60,5709.13,2025-08-10,0.7182,0,15,ACTIVE
L703160,C100586,Home Finance,193600.0,,180,3543.08,2024-08-27,0.2063,1,0,CLOSED
L703161,C101842,Auto Finance,524500.0,19.51,60,13752.42,2026-03-24,0.4854,0,45,ACTIVE
L703162,C100389,Home Finance,1599100.0,15.97,180,23453.12,2023-12-27,0.4973,0,112,DEFAULT
L703163,C103677,Auto Finance,300800.0,20.24,60,8009.31,2022-11-25,0.2325,0,0,ACTIVE
L703164,C104248,Auto Finance,953500.0,15.34,60,22853.6,2023-05-03,0.6456,0,15,ACTIVE
L703165,C109109,Credit Card,271300.0,18.64,12,24959.75,2025-04-10,0.2398,3,15,ACTIVE
L703166,C102446,Auto Finance,1081400.0,25.23,60,31887.5,2024-09-27,0.6035,0,0,ACTIVE
L703167,C102715,Personal Loan,941600.0,18.12,36,34098.11,2025-10-06,0.4684,3,7,ACTIVE
L703168,C105946,Credit Card,574300.0,21.9,12,53727.49,2024-10-09,0.5362,1,328,DEFAULT
L703169,C101165,Home Finance,2258800.0,22.29,180,43543.67,2024-12-17,0.4986,0,0,ACTIVE
L703170,C105758,Personal Loan,348000.0,20.77,36,13068.86,2022-09-11,0.0837,0,30,ACTIVE
L703171,C104414,Personal Loan,180800.0,18.13,36,6549.14,2024-02-15,0.3835,0,30,CLOSED
L703172,C102083,Credit Card,352800.0,17.53,12,32265.0,2025-05-04,0.2321,1,0,CLOSED
L703173,C109831,Personal Loan,2054900.0,18.71,36,75021.91,2023-08-27,0.3757,0,0,CLOSED
L703174,C103459,Home Finance,1681700.0,,180,30232.99,2024-01-29,0.3591,0,0,CLOSED
L703175,C103520,Credit Card,152600.0,,12,14155.02,2024-09-05,0.1155,0,30,ACTIVE
L703176,C100999,Credit Card,243500.0,18.94,12,22435.15,2022-07-10,0.175,1,211,DEFAULT
L703177,C108742,Auto Finance,291400.0,20.52,60,7803.98,2022-06-21,0.7203,0,15,ACTIVE
L703178,C107701,Auto Finance,1781700.0,21.87,60,49076.25,2024-01-05,0.307,0,7,ACTIVE
L703179,C110112,Credit Card,395600.0,20.48,12,36735.01,2026-10-08,0.4081,0,45,ACTIVE
L703180,C109056,Home Finance,2909600.0,,180,44407.74,2024-08-27,0.5007,0,0,ACTIVE
L703181,C104824,Home Finance,1098200.0,22.84,180,21627.79,2027-08-26,0.4089,0,15,CLOSED
L703182,C105779,Auto Finance,1785600.0,12.68,60,40335.33,2026-10-16,0.4066,1,15,ACTIVE
L703183,C106967,Personal Loan,427400.0,20.59,36,16012.06,2026-02-23,0.3498,0,0,CLOSED
L703184,C103543,Auto Finance,1364300.0,17.26,60,34098.34,2025-01-17,0.1388,0,0,ACTIVE
L703185,C101308,Personal Loan,859900.0,,36,32638.56,2026-11-19,0.1356,0,226,DEFAULT
L703186,C106764,Personal Loan,1956300.0,19.07,36,71778.46,2026-03-19,0.5744,0,7,ACTIVE
L703187,C105265,Auto Finance,861500.0,22.62,60,24097.42,2024-11-03,0.8115,0,15,ACTIVE
L703188,C105173,Personal Loan,848000.0,21.21,36,32039.2,2025-06-10,0.3097,0,7,ACTIVE
L703189,C111961,Auto Finance,5446300.0,19.27,60,142090.95,2025-07-02,0.5797,0,0,ACTIVE
L703190,C101853,Personal Loan,1171900.0,14.58,36,40382.59,2025-11-30,0.1821,0,0,CLOSED
L703191,C105986,Auto Finance,596600.0,19.94,60,15785.48,2025-10-02,0.238,0,15,ACTIVE
L703192,C109692,Auto Finance,87700.0,20.73,60,2359.74,2025-09-14,0.2306,0,0,ACTIVE
L703193,C104079,Credit Card,158900.0,17.18,12,14504.41,2024-03-17,0.0811,1,7,ACTIVE
L703194,C108923,Auto Finance,1916300.0,13.52,60,44113.81,2024-04-14,0.3186,0,30,ACTIVE
L703195,C109258,Personal Loan,157200.0,19.78,36,5825.98,2025-06-12,0.4041,0,0,CLOSED
L703196,C108072,Personal Loan,381600.0,18.35,36,13862.82,2022-12-09,0.2297,0,30,ACTIVE
L703197,C100451,Personal Loan,1847400.0,17.91,36,66705.72,2022-11-06,0.1754,0,0,ACTIVE
L703198,C106799,Home Finance,4826400.0,16.38,180,72168.45,2024-07-12,0.1841,1,0,ACTIVE
L703199,C103556,Auto Finance,1453300.0,17.83,60,36769.62,2024-06-09,0.3224,0,0,ACTIVE
L703200,C103682,Credit Card,419600.0,27.18,12,40325.27,2025-12-10,0.278,0,0,ACTIVE
L703201,C108881,Auto Finance,878300.0,17.17,60,21907.71,2025-08-30,0.3314,0,15,CLOSED
L703202,C108002,Home Finance,1666700.0,15.06,180,23395.1,2027-05-20,0.3235,0,0,ACTIVE
L703203,C104741,Home Finance,334900.0,20.59,180,6028.65,2023-01-12,0.5116,0,0,ACTIVE
L703204,C102393,Auto Finance,3191900.0,22.52,60,89103.0,2023-01-09,0.5228,0,0,ACTIVE
L703205,C111067,Personal Loan,733200.0,25.19,36,29225.2,2023-09-23,0.3531,3,0,ACTIVE
L703206,C105832,Auto Finance,657700.0,14.52,60,15481.96,2027-03-13,0.6543,0,7,ACTIVE
L703207,C106835,Personal Loan,1713600.0,17.74,36,61727.17,2025-07-08,0.2902,0,0,ACTIVE
L703208,C109866,Home Finance,1849900.0,19.34,180,31591.64,2027-04-03,0.4393,0,30,ACTIVE
L703209,C109667,Credit Card,98600.0,12.08,12,8767.2,2024-02-18,0.5055,0,0,ACTIVE
L703210,C109319,Personal Loan,476300.0,20.49,36,17820.49,2023-12-12,0.1586,2,0,ACTIVE
L703211,C104757,Personal Loan,3980500.0,17.78,36,143466.53,2024-08-24,0.2465,0,0,ACTIVE
L703212,C102826,Personal Loan,260200.0,16.1,36,9161.04,2023-11-11,0.3795,1,0,ACTIVE
L703213,C111960,Personal Loan,594000.0,15.17,36,20639.0,2025-09-16,0.5618,0,0,ACTIVE
L703214,C105189,Credit Card,478700.0,19.03,12,44126.53,2024-05-19,0.082,0,0,ACTIVE
L703215,C107301,Home Finance,947900.0,27.18,180,21857.06,2024-03-04,0.2484,0,0,ACTIVE
L703216,C109602,Personal Loan,274100.0,20.91,36,10313.17,2024-02-21,0.1913,0,0,ACTIVE
L703217,C104212,Credit Card,406300.0,18.91,12,37428.38,2024-11-01,0.4463,0,45,CLOSED
L703218,C105377,Personal Loan,510000.0,17.88,36,18406.25,2025-03-23,0.4915,0,15,ACTIVE
L703219,C109979,Personal Loan,814300.0,21.08,36,30712.89,2022-11-08,0.5382,0,45,ACTIVE
L703220,C107990,Auto Finance,407600.0,11.38,60,8940.56,2026-07-21,0.5617,0,7,ACTIVE
L703221,C100757,Auto Finance,1425500.0,23.5,60,40597.43,2024-09-16,0.1475,0,0,ACTIVE
L703222,C103466,Personal Loan,180200.0,25.78,36,7240.19,2025-09-04,0.6828,0,0,ACTIVE
L703223,C105746,Personal Loan,578500.0,18.71,36,21119.04,2024-10-06,0.309,0,15,ACTIVE
L703224,C108986,Home Finance,1522200.0,20.6,180,27411.18,2023-02-10,0.6183,0,15,ACTIVE
L703225,C110075,Credit Card,153700.0,23.4,12,14487.62,2024-11-16,0.2653,0,129,DEFAULT
L703226,C105465,Credit Card,345500.0,22.0,12,32337.91,2025-05-07,0.1985,0,0,ACTIVE
L703227,C104897,Auto Finance,1828400.0,20.84,60,49300.58,2025-07-03,0.5011,0,45,ACTIVE
L703228,C111671,Personal Loan,386600.0,,36,14478.59,2027-01-02,0.5406,0,30,ACTIVE
L703229,C106960,Credit Card,407100.0,22.7,12,38238.43,2024-12-20,0.5098,0,45,ACTIVE
L703230,C100988,Auto Finance,883900.0,17.02,60,21976.62,2026-04-27,0.3649,1,7,ACTIVE
L703231,C104264,Personal Loan,1257600.0,21.43,36,47657.38,2025-03-24,0.2024,0,30,ACTIVE
L703232,C101271,Auto Finance,4153000.0,17.99,60,105436.61,2025-07-10,0.4478,1,15,ACTIVE
L703233,C100734,Home Finance,710400.0,13.99,180,9455.71,2026-02-17,0.1313,1,0,ACTIVE
L703234,C111020,Personal Loan,1106500.0,26.82,36,45067.08,2022-06-05,0.477,1,30,CLOSED
L703235,C106150,Personal Loan,152600.0,19.36,36,5620.98,2024-05-12,0.6149,0,30,CLOSED
L703236,C107235,Credit Card,134800.0,18.89,12,12411.37,2026-04-18,0.8223,0,138,DEFAULT
L703237,C102190,Credit Card,113400.0,17.4,12,10364.42,2025-06-23,0.6629,0,45,ACTIVE
L703238,C107458,Home Finance,1124300.0,19.99,180,19738.45,2027-05-04,0.1837,2,0,ACTIVE
L703239,C105557,Personal Loan,835200.0,14.74,36,28847.81,2024-06-21,0.7166,0,0,ACTIVE
L703240,C105421,Credit Card,20600.0,19.81,12,1905.86,2024-08-09,0.6907,0,30,CLOSED
L703241,C108217,Personal Loan,1252800.0,19.21,36,46057.01,2024-06-14,0.6809,0,15,CLOSED
L703242,C109478,Personal Loan,626800.0,21.59,36,23803.97,2024-06-22,0.4114,0,0,ACTIVE
L703243,C104158,Personal Loan,1091700.0,18.98,36,40008.04,2024-10-14,0.4529,1,0,ACTIVE
L703244,C100388,Personal Loan,552200.0,16.14,36,19450.58,2024-06-26,0.3268,0,0,ACTIVE
L703245,C106018,Credit Card,21600.0,26.95,12,2069.23,2025-03-01,0.5553,0,0,ACTIVE
L703246,C110605,Personal Loan,1902700.0,19.25,36,69986.89,2027-01-12,0.1362,0,0,ACTIVE
L703247,C110899,Home Finance,854000.0,24.16,180,17682.62,2024-08-04,0.3308,1,0,ACTIVE
L703248,C107269,Auto Finance,405000.0,18.68,60,10433.46,2024-09-13,0.8749,1,0,CLOSED
L703249,C105776,Personal Loan,2743200.0,24.5,36,108344.69,2025-11-20,0.102,2,15,ACTIVE
L703250,C103881,Personal Loan,328600.0,23.91,36,12877.54,2023-09-09,0.6627,0,30,ACTIVE
L703251,C105878,Personal Loan,44200.0,18.6,36,1611.49,2026-10-26,0.1248,0,7,ACTIVE
L703252,C103908,Credit Card,157900.0,11.39,12,13980.4,2026-09-21,0.4652,0,45,ACTIVE
L703253,C109102,Home Finance,1229400.0,20.24,180,21809.77,2023-11-01,0.6348,0,0,ACTIVE
L703254,C105901,Home Finance,936300.0,20.83,180,17020.31,2025-10-28,0.1267,0,15,ACTIVE
L703255,C100219,Credit Card,304200.0,12.17,12,27055.49,2025-02-04,0.0224,0,7,CLOSED
L703256,C110962,Personal Loan,171300.0,19.61,36,6333.57,2025-12-28,0.1305,0,0,ACTIVE
L703257,C100382,Personal Loan,909500.0,18.93,36,33307.59,2023-02-10,0.5216,1,45,ACTIVE
L703258,C109580,Personal Loan,342200.0,22.93,36,13233.11,2026-03-11,0.39,0,235,DEFAULT
L703259,C107207,Credit Card,185100.0,21.9,12,17311.28,2024-01-27,0.4277,0,45,ACTIVE
L703260,C104855,Credit Card,129800.0,22.15,12,12160.84,2026-07-20,0.242,1,0,ACTIVE
L703261,C100857,Auto Finance,474700.0,24.14,60,13695.45,2026-04-20,0.548,0,292,DEFAULT
L703262,C111736,Credit Card,243000.0,20.69,12,22593.49,2023-10-03,0.3436,0,210,DEFAULT
L703263,C107994,Auto Finance,1051800.0,16.68,60,25958.81,2023-10-11,0.6684,0,30,CLOSED
L703264,C105360,Auto Finance,217100.0,,60,6042.13,2023-08-07,0.0618,0,30,CLOSED
L703265,C107756,Home Finance,415100.0,15.76,180,6027.61,2023-01-16,0.1869,1,0,ACTIVE
L703266,C108910,Personal Loan,1497000.0,,36,51512.9,2025-06-09,0.3612,0,0,ACTIVE
L703267,C110846,Auto Finance,948800.0,23.61,60,27079.51,2025-07-04,0.0513,0,0,ACTIVE
L703268,C106251,Personal Loan,704700.0,18.64,36,25702.85,2023-01-02,0.3235,0,0,CLOSED
L703269,C108567,Home Finance,2163700.0,20.24,180,38384.32,2023-03-04,0.4224,2,167,DEFAULT
L703270,C101391,Personal Loan,245600.0,18.75,36,8970.65,2024-08-26,0.5124,0,0,CLOSED
L703271,C104882,Home Finance,1612600.0,17.66,180,25576.82,2027-03-25,0.3744,1,7,ACTIVE
L703272,C102071,Auto Finance,399800.0,14.21,60,9346.32,2022-10-08,0.657,0,15,ACTIVE
L703273,C107997,Personal Loan,1612200.0,21.19,36,60895.71,2022-11-30,0.3791,2,196,DEFAULT
L703274,C101032,Credit Card,145000.0,,12,13206.79,2024-11-28,0.3251,1,30,ACTIVE
L703275,C109904,Credit Card,81300.0,15.67,12,7364.21,2023-11-03,0.1838,0,0,ACTIVE
L703276,C100825,Credit Card,476300.0,19.3,12,43959.65,2027-05-05,0.2455,1,0,ACTIVE
L703277,C106050,Auto Finance,970900.0,16.59,60,23915.68,2026-02-16,0.1417,0,7,ACTIVE
L703278,C104760,Credit Card,93600.0,18.9,12,8624.8,2025-04-28,0.0815,1,0,ACTIVE
L703279,C100110,Home Finance,827800.0,11.22,180,9523.34,2023-01-04,0.4676,0,7,ACTIVE
L703280,C103147,Credit Card,143500.0,16.04,12,13021.19,2023-10-07,0.4969,0,0,CLOSED
L703281,C105458,Auto Finance,1165800.0,15.2,60,27856.21,2026-01-16,0.1889,0,15,ACTIVE
L703282,C110012,Personal Loan,442400.0,25.09,36,17612.28,2023-06-06,0.713,1,7,CLOSED
L703283,C110287,Credit Card,101900.0,18.5,12,9368.82,2025-09-08,0.6085,0,7,ACTIVE
L703284,C108906,Personal Loan,212900.0,24.72,36,8434.17,2026-07-25,0.2246,0,30,ACTIVE
L703285,C101319,Personal Loan,520900.0,14.76,36,17996.11,2026-09-18,0.4881,2,0,ACTIVE
L703286,C104642,Personal Loan,538100.0,25.12,36,21428.08,2024-02-26,0.3585,1,15,ACTIVE
L703287,C104287,Auto Finance,432200.0,14.3,60,10123.33,2026-05-06,0.3657,1,7,ACTIVE
L703288,C104499,Auto Finance,673600.0,16.59,60,16592.04,2026-10-02,0.4203,1,0,ACTIVE
L703289,C100666,Personal Loan,332400.0,20.7,36,12473.7,2025-09-23,0.3477,0,0,ACTIVE
L703290,C106961,Credit Card,411900.0,19.82,12,38122.07,2026-04-27,0.2145,0,0,ACTIVE
L703291,C108164,Credit Card,135200.0,18.54,12,12426.07,2025-07-12,0.4906,1,221,DEFAULT
L703292,C103950,Personal Loan,482800.0,18.15,36,17490.02,2025-02-23,0.396,0,0,CLOSED
L703293,C107100,Credit Card,1820800.0,,12,166515.67,2023-06-03,0.453,0,30,ACTIVE
L703294,C102399,Home Finance,2543900.0,23.67,180,51715.74,2024-10-18,0.5072,1,7,CLOSED
L703295,C110550,Personal Loan,548200.0,17.41,36,19655.73,2022-12-12,0.8208,0,7,CLOSED
L703296,C102967,Personal Loan,507500.0,19.63,36,18763.4,2022-12-19,0.6487,1,0,ACTIVE
L703297,C111345,Personal Loan,281200.0,20.36,36,10503.2,2027-09-15,0.1739,0,130,DEFAULT
L703298,C101378,Personal Loan,1219300.0,18.56,36,44424.58,2026-06-10,0.1657,1,233,DEFAULT
L703299,C109608,Credit Card,704900.0,24.75,12,66913.74,2026-04-30,0.1579,0,0,ACTIVE
L703300,C100136,Home Finance,3216700.0,22.27,180,61958.99,2026-12-29,0.252,0,7,ACTIVE
L703301,C107141,Credit Card,821800.0,20.62,12,76370.94,2023-07-19,0.2601,0,0,CLOSED
L703302,C111236,Credit Card,501500.0,26.07,12,47923.82,2027-07-14,0.4581,0,7,ACTIVE
L703303,C100607,Auto Finance,632000.0,23.06,60,17838.23,2025-12-07,0.1826,1,0,ACTIVE
L703304,C109210,Auto Finance,840100.0,23.87,60,24103.37,2024-10-10,0.0561,1,7,CLOSED
L703305,C110126,Personal Loan,1047700.0,23.51,36,40835.49,2025-05-20,0.09,1,45,ACTIVE
L703306,C101726,Personal Loan,674700.0,20.52,36,25255.14,2024-01-27,0.6068,0,0,CLOSED
L703307,C109666,Home Finance,69000.0,22.6,180,1346.53,2023-10-01,0.116,1,0,ACTIVE
L703308,C111376,Auto Finance,467000.0,20.09,60,12396.16,2023-09-21,0.1533,0,0,ACTIVE
L703309,C106017,Personal Loan,451500.0,17.0,36,16098.1,2024-04-21,0.7235,0,15,ACTIVE
L703310,C106616,Personal Loan,2312600.0,16.06,36,81371.31,2025-07-27,0.2329,0,0,ACTIVE
L703311,C108619,Auto Finance,2232900.0,23.85,60,64042.43,2026-01-19,0.6682,0,0,ACTIVE
L703312,C105222,Credit Card,436900.0,20.35,12,40543.99,2023-04-02,0.6384,0,0,CLOSED
L703313,C103939,Auto Finance,380500.0,25.52,60,11285.26,2025-03-09,0.3497,0,45,ACTIVE
L703314,C111582,Home Finance,712900.0,17.72,180,11337.93,2025-02-09,0.8133,1,0,ACTIVE
L703315,C104075,Home Finance,1208000.0,18.16,180,19592.54,2024-06-10,0.209,1,15,ACTIVE
L703316,C108562,Credit Card,317000.0,21.73,12,29624.09,2023-11-13,0.6734,0,0,ACTIVE
L703317,C111426,Credit Card,437500.0,22.02,12,40954.65,2024-03-29,0.6768,1,0,ACTIVE
L703318,C103130,Personal Loan,606900.0,21.47,36,23012.84,2024-03-04,0.3333,0,7,CLOSED
L703319,C107223,Credit Card,150600.0,22.9,12,14164.18,2025-05-11,0.0689,0,15,CLOSED
L703320,C105793,Credit Card,603100.0,25.75,12,57537.77,2025-11-25,0.2225,0,15,ACTIVE
L703321,C105485,Auto Finance,539300.0,22.73,60,15120.55,2025-10-16,0.4669,0,15,ACTIVE
L703322,C104596,Auto Finance,1124400.0,21.99,60,31047.91,2027-04-08,0.7568,0,30,ACTIVE
L703323,C101226,Auto Finance,56800.0,20.28,60,1513.63,2024-12-26,0.6122,0,0,CLOSED
L703324,C103989,Credit Card,530800.0,15.79,12,48106.21,2027-01-18,0.6705,2,0,ACTIVE
L703325,C102163,Credit Card,240600.0,12.97,12,21489.4,2024-12-30,0.5594,0,0,ACTIVE
L703326,C111674,Personal Loan,1186200.0,18.57,36,43225.53,2024-10-18,0.2953,0,344,DEFAULT
L703327,C102183,Personal Loan,357200.0,20.78,36,13417.42,2025-08-23,0.0887,0,0,ACTIVE
L703328,C101273,Home Finance,1895000.0,19.83,180,33043.85,2024-03-16,0.4423,0,30,ACTIVE
L703329,C111491,Auto Finance,115000.0,20.43,60,3075.08,2024-04-01,0.1003,0,0,ACTIVE
L703330,C108172,Auto Finance,1201100.0,18.08,60,30552.95,2024-12-24,0.1768,0,0,ACTIVE
L703331,C103525,Personal Loan,95400.0,20.48,36,3570.08,2025-06-27,0.1658,0,0,ACTIVE
L703332,C103755,Personal Loan,1172500.0,21.48,36,44465.23,2024-02-05,0.5528,0,30,ACTIVE
L703333,C108169,Credit Card,224500.0,22.34,12,21052.43,2026-09-07,0.4186,2,0,CLOSED
L703334,C102382,Credit Card,155000.0,13.87,12,13903.51,2024-09-05,0.8416,2,45,ACTIVE
L703335,C100984,Auto Finance,707500.0,22.27,60,19650.24,2024-11-03,0.5196,0,30,ACTIVE
L703336,C105930,Credit Card,305300.0,,12,28092.9,2024-04-24,0.2525,0,0,ACTIVE
L703337,C111294,Auto Finance,393700.0,16.38,60,9652.81,2025-11-14,0.2928,0,7,ACTIVE
L703338,C105375,Auto Finance,677700.0,16.69,60,16730.18,2025-11-09,0.3857,0,30,ACTIVE
L703339,C106792,Auto Finance,2247700.0,18.37,60,57529.3,2026-06-01,0.5212,1,15,ACTIVE
L703340,C106261,Credit Card,256400.0,15.22,12,23172.63,2026-06-22,0.5023,0,15,ACTIVE
L703341,C104245,Auto Finance,861100.0,20.64,60,23121.43,2025-08-08,0.1343,0,0,ACTIVE
L703342,C106024,Auto Finance,126800.0,22.28,60,3522.05,2023-04-13,0.3045,1,0,ACTIVE
L703343,C105308,Home Finance,584300.0,18.56,180,9645.37,2025-02-13,0.2118,1,7,ACTIVE
L703344,C109290,Auto Finance,1759400.0,19.31,60,45940.07,2022-08-06,0.2273,0,30,ACTIVE
L703345,C108241,Home Finance,856900.0,20.13,180,15131.33,2024-04-12,0.2037,1,30,CLOSED
L703346,C102177,Credit Card,1736800.0,18.35,12,159522.21,2023-04-03,0.3579,0,15,ACTIVE
L703347,C102104,Credit Card,66100.0,13.91,12,5935.86,2025-07-24,0.2587,0,380,DEFAULT
L703348,C110626,Auto Finance,1431600.0,16.11,60,34896.29,2025-03-04,0.2813,0,0,ACTIVE
L703349,C103101,Auto Finance,565800.0,20.89,60,15273.04,2023-04-15,0.457,0,0,ACTIVE
L703350,C102989,Personal Loan,436100.0,18.1,36,15787.23,2023-05-13,0.1518,0,45,ACTIVE
L703351,C104177,Credit Card,48500.0,20.59,12,4503.54,2024-11-11,0.1863,0,0,ACTIVE
L703352,C102171,Credit Card,153400.0,13.39,12,13733.38,2023-06-04,0.0772,1,0,ACTIVE
L703353,C103660,Personal Loan,956700.0,15.18,36,33247.93,2024-05-13,0.6669,0,0,ACTIVE
L703354,C111703,Personal Loan,410400.0,22.69,36,15819.62,2026-11-24,0.2898,0,45,ACTIVE
L703355,C101909,Credit Card,998500.0,14.49,12,89886.9,2024-11-28,0.4843,2,0,ACTIVE
L703356,C104300,Auto Finance,1570100.0,19.29,60,40979.6,2024-03-16,0.4604,0,0,ACTIVE
L703357,C106355,Auto Finance,3890700.0,16.94,60,96569.39,2024-06-08,0.2953,1,7,CLOSED
L703358,C109181,Home Finance,383900.0,20.97,180,7019.15,2022-09-02,0.2373,0,0,ACTIVE
L703359,C109051,Auto Finance,8637300.0,10.41,60,185265.35,2022-02-20,0.3454,4,346,DEFAULT
L703360,C109481,Credit Card,138600.0,23.03,12,13039.6,2024-06-13,0.1507,0,0,ACTIVE
L703361,C102795,Personal Loan,276300.0,18.44,36,10051.02,2024-01-03,0.049,0,0,ACTIVE
L703362,C107367,Home Finance,1180100.0,18.46,180,19395.91,2023-11-12,0.5578,0,0,CLOSED
L703363,C102244,Credit Card,519200.0,17.84,12,47559.49,2025-01-26,0.2387,1,0,CLOSED
L703364,C102735,Personal Loan,847700.0,16.89,36,30175.42,2025-07-29,0.1246,0,0,ACTIVE
L703365,C108598,Personal Loan,615000.0,,36,22323.77,2023-08-01,0.2471,0,45,ACTIVE
L703366,C110221,Auto Finance,519900.0,23.23,60,14725.82,2024-05-30,0.6299,1,30,ACTIVE
L703367,C105592,Home Finance,678200.0,21.92,180,12883.48,2024-06-23,0.5254,0,15,ACTIVE
L703368,C103732,Personal Loan,1871100.0,19.86,36,69403.16,2025-12-17,0.0282,0,0,ACTIVE
L703369,C103616,Auto Finance,160300.0,19.74,60,4222.94,2026-05-26,0.1585,0,30,ACTIVE
L703370,C107106,Auto Finance,1490000.0,24.13,60,42977.91,2026-04-01,0.2447,0,0,ACTIVE
L703371,C103546,Credit Card,211900.0,16.98,12,19320.26,2023-06-16,0.2654,0,0,ACTIVE
L703372,C111224,Home Finance,1518700.0,19.9,180,26560.33,2024-11-23,0.3413,0,0,ACTIVE
L703373,C107547,Auto Finance,438700.0,18.72,60,11312.14,2026-11-29,0.2701,0,124,DEFAULT
L703374,C104842,Auto Finance,1049400.0,21.0,60,28390.02,2022-11-09,0.1039,0,30,CLOSED
L703375,C110417,Auto Finance,1393900.0,20.91,60,37640.26,2024-04-22,0.6294,0,15,ACTIVE
L703376,C108596,Personal Loan,1448400.0,25.0,36,57588.42,2023-09-09,0.4698,0,0,ACTIVE
L703377,C103471,Home Finance,273700.0,16.0,180,4019.55,2025-12-09,0.31,0,7,ACTIVE
L703378,C109384,Personal Loan,653000.0,15.84,36,22907.63,2026-04-08,0.5881,2,45,ACTIVE
L703379,C108555,Auto Finance,516800.0,21.01,60,13983.37,2025-10-20,0.4572,0,30,ACTIVE
L703380,C110813,Auto Finance,317500.0,23.33,60,9011.02,2024-06-20,0.364,0,45,CLOSED
L703381,C106309,Personal Loan,278100.0,21.24,36,10511.42,2024-11-12,0.4097,0,7,ACTIVE
L703382,C100159,Personal Loan,569200.0,25.44,36,22765.75,2025-07-26,0.3043,0,45,ACTIVE
L703383,C111419,Credit Card,858400.0,23.22,12,80849.8,2023-06-09,0.3966,0,0,CLOSED
L703384,C104739,Credit Card,193900.0,16.54,12,17645.93,2025-07-27,0.1768,0,15,CLOSED
L703385,C103100,Auto Finance,1540800.0,,60,37624.29,2024-07-13,0.6506,0,30,CLOSED
L703386,C105089,Credit Card,146700.0,12.54,12,13073.44,2022-12-21,0.0765,0,45,ACTIVE
L703387,C104179,Personal Loan,459000.0,21.96,36,17519.13,2023-10-08,0.3418,1,0,ACTIVE
L703388,C105727,Credit Card,107600.0,16.17,12,9768.56,2022-12-07,0.1414,0,0,CLOSED
